Asset_Identifier,Asset_Popularity_With_Funds,Asset_Risk_Type,Asset_Marketing_Proportion_Index,Asset_Type,Asset_Price,Office_Identifier,Office_Establishment_Year,Office_Scale,Office_Location_Type,Office_Type,Asset_Office_Sales,Office_Year,Asset
DRG37,16.2,0,0.019417732,14,153.7972,OFF045,2002,2,1,1,1402.1748,11,ETF
NCV06,11.3,0,0.066358426,9,195.2478,OFF027,1985,1,2,3,7168.6686,28,Private Equity
DRJ13,12.65,0,0.105265475,14,159.9578,OFF010,1998,2,2,0,962.7468,15,ETF
DRF25,9,0,0.038736754,14,37.319,OFF027,1985,1,2,3,1281.665,28,ETF
FDE53,10.895,0,0.044991876,5,107.228,OFF010,1998,2,2,0,426.112,15,Bonds
FDS08,5.735,0,0.05696122,6,176.337,OFF046,1997,2,0,1,1764.37,16,Bonds
FDO23,17.85,0,0.147255604,1,93.7436,OFF017,2007,2,1,1,1701.7848,6,Bonds
FDT07,5.82,1,0.077319079,6,255.433,OFF046,1997,2,0,1,4357.661,16,Bonds
NCX29,10,0,0.089135671,8,146.9102,OFF035,2004,2,1,1,3207.8244,9,Private Equity
FDG22,17.6,1,0.041373331,13,38.119,OFF035,2004,2,1,1,732.38,9,Bonds
DRJ47,18.25,0,0.04403602,7,173.308,OFF027,1985,1,2,3,6751.212,28,ETF
FDL43,10.1,0,0.027041859,10,77.567,OFF013,1987,0,2,1,306.268,26,Bonds
FDZ43,11,1,0.056782237,6,241.2512,OFF027,1985,1,2,3,8239.9408,28,Bonds
FDZ21,17.6,1,0.03922186,13,97.241,OFF046,1997,2,0,1,193.082,16,Bonds
FDJ50,8.645,0,0.021581922,3,53.3982,OFF035,2004,2,1,1,1209.7586,9,Bonds
FDV35,19.5,0,0.128206001,1,155.9314,OFF046,1997,2,0,1,3878.285,16,Bonds
FDW56,7.68,0,0.071301323,6,190.8162,OFF017,2007,2,1,1,2693.8268,6,Bonds
DRL35,15.7,0,0.030765898,7,43.277,OFF045,2002,2,1,1,649.155,11,ETF
FDR01,5.405,1,0.053730029,3,199.0742,OFF045,2002,2,1,1,4777.7808,11,Bonds
FDS24,20.85,1,0.062350672,0,86.9514,OFF045,2002,2,1,1,1416.8224,11,Bonds
NCL17,7.39,0,0.068163102,8,140.4812,OFF017,2007,2,1,1,2422.1804,6,Private Equity
FDS13,6.465,0,0.154211579,3,263.1884,OFF018,2009,1,2,2,2914.8724,4,Bonds
FDB59,18.25,0,0.015309885,13,197.6084,OFF045,2002,2,1,1,2380.9008,11,Bonds
FDW26,11.8,1,0.106538757,4,222.3772,OFF027,1985,1,2,3,1556.6404,28,Bonds
FDQ12,12.65,0,0.061999648,0,230.001,OFF019,1985,2,0,0,689.103,28,Bonds
FDX59,10.195,0,0.051618281,1,31.9558,OFF013,1987,0,2,1,373.5138,26,Bonds
FDL36,15.1,0,0.076505799,0,91.583,OFF017,2007,2,1,1,539.298,6,Bonds
FDQ55,13.65,1,0.013091186,6,114.8834,OFF018,2009,1,2,2,1612.5676,4,Bonds
FDV46,18.2,0,0.022074764,13,141.418,OFF019,1985,2,0,0,559.272,28,Bonds
FDM28,15.7,0,0.079146113,5,181.466,OFF019,1985,2,0,0,179.766,28,Bonds
FDT40,5.985,0,0.096337184,5,125.2678,OFF017,2007,2,1,1,763.0068,6,Bonds
DRJ11,9.5,0,0.142425145,7,189.9872,OFF010,1998,2,2,0,756.3488,15,ETF
FDD51,11.15,0,0.137863134,4,44.7744,OFF045,2002,2,1,1,181.0976,11,Bonds
NCT17,10.8,0,0.041663111,8,188.6214,OFF027,1985,1,2,3,6029.4848,28,Private Equity
NCW17,18,0,0.019386234,8,126.8994,OFF046,1997,2,0,1,3083.9856,16,Private Equity
NCY29,13.65,0,0.135226962,8,56.293,OFF019,1985,2,0,0,113.186,28,Private Equity
DRH36,16.2,0,0.038442922,14,73.4696,OFF013,1987,0,2,1,2087.9488,26,ETF
FDB17,13.15,0,0.036729122,5,179.7976,OFF049,1999,1,0,1,2535.3664,14,Bonds
NCA17,20.6,0,0.045380404,8,148.4392,OFF013,1987,0,2,1,1789.6704,26,Private Equity
FDT27,11.395,1,0.069587171,10,234.6616,OFF046,1997,2,0,1,4687.232,16,Bonds
FDR32,6.78,1,0.08573655,6,229.5694,OFF013,1987,0,2,1,3425.541,26,Bonds
FDG41,8.84,1,0.076681143,5,110.7228,OFF049,1999,1,0,1,1657.842,14,Bonds
FDX25,16.7,0,0.102055777,3,184.0292,OFF046,1997,2,0,1,3101.2964,16,Bonds
FDG56,13.3,1,0.071856726,6,63.2536,OFF017,2007,2,1,1,1347.5792,6,Bonds
FDN16,12.6,1,0.063054947,5,102.399,OFF017,2007,2,1,1,2270.378,6,Bonds
FDD47,7.6,1,0.142383847,15,172.3448,OFF035,2004,2,1,1,2556.672,9,Bonds
FDR12,12.6,1,0.03150851,0,170.5764,OFF013,1987,0,2,1,3779.0808,26,Bonds
FDS33,6.67,1,0.123620492,13,90.0514,OFF049,1999,1,0,1,1505.3738,14,Bonds
NCC55,10.695,0,0.06375108,9,36.7848,OFF035,2004,2,1,1,782.9808,9,Private Equity
FDA38,5.44,0,0.04461205,4,241.1538,OFF019,1985,2,0,0,480.7076,28,Bonds
FDK44,16.6,0,0.122204371,6,173.5738,OFF035,2004,2,1,1,1911.5118,9,Bonds
FDZ57,10,1,0.037764307,13,127.2994,OFF046,1997,2,0,1,642.497,16,Bonds
NCN14,19.1,0,0.092437711,11,185.2608,OFF017,2007,2,1,1,1470.0864,6,Private Equity
NCB06,17.6,0,0.137807013,8,161.792,OFF010,1998,2,2,0,159.792,15,Private Equity
DRL01,19.5,1,0.077292302,14,235.3958,OFF049,1999,1,0,1,6309.7866,14,ETF
FDU10,10.1,1,0.045763062,13,38.4848,OFF049,1999,1,0,1,633.8416,14,Bonds
NCS38,8.6,0,0.090558833,9,112.6176,OFF018,2009,1,2,2,3091.9752,4,Private Equity
FDQ16,19.7,0,0.041703666,5,109.1912,OFF013,1987,0,2,1,1637.868,26,Bonds
FDS40,15.35,0,0.014098693,5,37.219,OFF017,2007,2,1,1,805.618,6,Bonds
FDE36,5.26,1,0.042008667,0,162.6868,OFF017,2007,2,1,1,3767.0964,6,Bonds
FDV31,9.8,0,0.106933748,6,175.337,OFF045,2002,2,1,1,529.311,11,Bonds
NCD42,16.5,0,0.012663476,8,39.3506,OFF045,2002,2,1,1,645.1602,11,Private Equity
FDT20,10.5,0,0.041387618,6,40.1164,OFF035,2004,2,1,1,849.5608,9,Bonds
NCN19,13.1,0,0.012148836,11,191.353,OFF018,2009,1,2,2,1328.271,4,Private Equity
FDW21,5.34,1,0.005935001,13,98.8358,OFF027,1985,1,2,3,2010.716,28,Bonds
FDF34,9.3,1,0.014047825,13,196.5084,OFF045,2002,2,1,1,4364.9848,11,Bonds
FDI28,14.3,0,0.026375082,5,79.6302,OFF045,2002,2,1,1,792.302,11,Bonds
FDG44,6.13,0,0.121512963,6,55.7298,OFF027,1985,1,2,3,2804.3496,28,Bonds
DRF60,10.8,0,0.052174319,14,240.3564,OFF045,2002,2,1,1,4290.4152,11,ETF
FDQ36,7.855,1,0.161971459,0,38.1848,OFF019,1985,2,0,0,37.2848,28,Bonds
FDP34,12.85,0,0.137786856,13,157.763,OFF018,2009,1,2,2,2659.871,4,Bonds
FDA20,6.78,0,0.066608487,6,184.624,OFF035,2004,2,1,1,5406.296,9,Bonds
FDE41,9.195,1,0.064002068,5,85.5566,OFF035,2004,2,1,1,930.1226,9,Bonds
DRK47,7.905,0,0.06406438,7,229.2694,OFF046,1997,2,0,1,1826.9552,16,ETF
FDY10,17.6,0,0.049345425,13,115.4176,OFF017,2007,2,1,1,1145.176,6,Bonds
FDI02,15.7,1,0.11521312,3,112.0202,OFF017,2007,2,1,1,3150.5656,6,Bonds
FDE41,9.195,1,0.064130039,5,83.7566,OFF019,1985,2,0,0,253.6698,28,Bonds
FDZ52,19.2,0,0.099991245,5,112.7886,OFF013,1987,0,2,1,1779.0176,26,Bonds
FDG50,7.405,0,0.015334003,3,92.7146,OFF018,2009,1,2,2,1185.7898,4,Bonds
DRL01,19.5,1,0.129170642,14,233.9958,OFF010,1998,2,2,0,467.3916,15,ETF
FDV48,9.195,1,0.051908824,0,78.1644,OFF017,2007,2,1,1,1414.1592,6,Bonds
FDR48,11.65,0,0.131770922,0,151.1024,OFF045,2002,2,1,1,1518.024,11,Bonds
NCD54,21.1,0,0.028984804,9,146.1786,OFF013,1987,0,2,1,3034.0506,26,Private Equity
NCT54,8.695,0,0.120211747,9,93.2094,OFF017,2007,2,1,1,666.4658,6,Private Equity
FDH02,7.27,1,0.02076385,3,89.0488,OFF013,1987,0,2,1,181.0976,26,Bonds
NCD43,8.85,0,0.016006626,9,105.6964,OFF013,1987,0,2,1,210.3928,26,Private Equity
FDE46,18.6,0,0.015766712,13,152.9366,OFF035,2004,2,1,1,1662.5026,9,Bonds
NCO42,21.25,0,0.024536199,9,144.6102,OFF027,1985,1,2,3,3791.0652,28,Private Equity
FDR40,9.1,1,0.008046878,5,78.7618,OFF049,1999,1,0,1,402.809,14,Bonds
FDG24,7.975,0,0.014653896,0,82.425,OFF049,1999,1,0,1,749.025,14,Bonds
NCO17,10,0,0.073794811,8,121.444,OFF017,2007,2,1,1,2516.724,6,Private Equity
FDF22,6.865,0,0.056830682,13,214.0218,OFF046,1997,2,0,1,5556.7668,16,Bonds
FDC59,16.7,1,0.054618573,15,65.5168,OFF035,2004,2,1,1,1022.6688,9,Bonds
NCY18,7.285,0,0.052141447,9,174.9054,OFF010,1998,2,2,0,525.3162,15,Private Equity
DRE48,8.43,0,0.017360867,14,196.2768,OFF045,2002,2,1,1,1576.6144,11,ETF
FDV60,20.2,1,0.196438668,0,194.611,OFF010,1998,2,2,0,392.822,15,Bonds
FDB56,8.75,1,0.074743226,6,187.6556,OFF049,1999,1,0,1,5257.1568,14,Bonds
FDL20,17.1,0,0.127792701,6,111.1886,OFF027,1985,1,2,3,4447.544,28,Bonds
NCZ53,9.6,0,0.024358634,8,190.4214,OFF027,1985,1,2,3,5652.642,28,Private Equity
DRM35,9.695,0,0.070431235,7,177.5344,OFF035,2004,2,1,1,3033.3848,9,ETF
FDV16,7.75,1,0.082930699,5,35.2558,OFF046,1997,2,0,1,780.9834,16,Bonds
FDY19,19.75,0,0.041330512,6,115.8466,OFF013,1987,0,2,1,2474.7786,26,Bonds
FDY12,9.8,1,0.235354055,0,50.8008,OFF010,1998,2,2,0,101.2016,15,Bonds
FDM15,11.8,1,0.057746382,10,152.4366,OFF017,2007,2,1,1,3929.5516,6,Bonds
FDP12,9.8,1,0.045337184,0,36.8874,OFF049,1999,1,0,1,564.5984,14,Bonds
FDT21,7.42,0,0.020374875,13,248.0092,OFF013,1987,0,2,1,1245.046,26,Bonds
DRE49,20.75,0,0.035568147,14,151.8024,OFF010,1998,2,2,0,151.8024,15,ETF
FDN16,12.6,1,0.062797771,5,103.999,OFF049,1999,1,0,1,825.592,14,Bonds
FDE04,19.75,1,0.018096488,5,179.566,OFF018,2009,1,2,2,2696.49,4,Bonds
FDC51,10.895,1,0.009613854,4,122.973,OFF013,1987,0,2,1,1231.73,26,Bonds
FDO04,16.6,0,0.026645307,5,53.5614,OFF018,2009,1,2,2,939.4438,4,Bonds
FDD41,6.765,1,0.087753682,5,105.3306,OFF017,2007,2,1,1,2090.612,6,Bonds
FDI45,13.1,0,0.037657459,6,175.8054,OFF045,2002,2,1,1,2801.6864,11,Bonds
NCB18,19.6,0,0.041091215,9,89.5514,OFF027,1985,1,2,3,3364.9532,28,Private Equity
FDW51,6.155,1,0.095195306,10,213.956,OFF017,2007,2,1,1,2343.616,6,Bonds
NCK07,10.65,0,0.048686689,11,164.1526,OFF046,1997,2,0,1,1808.9786,16,Private Equity
FDZ45,14.1,0,0.117091213,13,197.9084,OFF019,1985,2,0,0,992.042,28,Bonds
FDB37,20.25,1,0.022940826,0,241.8538,OFF046,1997,2,0,1,5768.4912,16,Bonds
FDZ60,20.5,0,0.119339241,0,106.0596,OFF035,2004,2,1,1,970.7364,9,Bonds
FDN04,11.8,1,0.014075334,5,176.8344,OFF013,1987,0,2,1,3568.688,26,Bonds
FDW47,15,0,0.046336634,1,120.0414,OFF013,1987,0,2,1,3533.4006,26,Bonds
FDB17,13.15,0,0.036641589,5,180.7976,OFF013,1987,0,2,1,6157.3184,26,Bonds
FDR56,15.5,1,0.101176316,6,198.9768,OFF018,2009,1,2,2,4729.8432,4,Bonds
FDU55,16.2,0,0.035737373,6,260.6278,OFF027,1985,1,2,3,9371.8008,28,Bonds
FDH40,11.6,1,0.079376029,5,81.7276,OFF017,2007,2,1,1,1949.4624,6,Bonds
FDH05,14.35,1,0.091054989,5,231.8984,OFF049,1999,1,0,1,4633.968,14,Bonds
FDX58,13.15,0,0.043852434,13,182.695,OFF045,2002,2,1,1,4211.185,11,Bonds
FDC51,10.895,1,0.009620042,4,121.673,OFF035,2004,2,1,1,1970.768,9,Bonds
NCR05,10.1,0,0.054939848,8,199.5084,OFF017,2007,2,1,1,3372.9428,6,Private Equity
DRH25,18.7,0,0.014675574,14,50.8324,OFF017,2007,2,1,1,934.7832,6,ETF
NCR53,12.15,0,0.14526636,8,224.0404,OFF049,1999,1,0,1,3375.606,14,Private Equity
FDS04,10.195,1,0.146662938,5,138.6838,OFF046,1997,2,0,1,2388.2246,16,Bonds
FDC03,8.575,1,0.071786706,4,193.3794,OFF013,1987,0,2,1,780.3176,26,Bonds
FDP44,16.5,1,0.133424184,6,102.2332,OFF010,1998,2,2,0,102.5332,15,Bonds
FDK16,9.065,0,0.115799592,5,95.3094,OFF018,2009,1,2,2,1713.7692,4,Bonds
NCC30,16.6,0,0.027579198,9,178.7344,OFF046,1997,2,0,1,1605.9096,16,Private Equity
FDZ26,11.6,1,0.241055611,4,238.5222,OFF010,1998,2,2,0,717.0666,15,Bonds
NCO54,19.5,0,0.014332439,9,57.1614,OFF018,2009,1,2,2,1381.535,4,Private Equity
NCP41,16.6,0,0.027133398,8,106.2596,OFF010,1998,2,2,0,215.7192,15,Private Equity
DRE27,11.85,0,0.132876847,4,98.0726,OFF049,1999,1,0,1,1076.5986,14,ETF
FDQ10,12.85,0,0.03315162,13,170.6422,OFF013,1987,0,2,1,2931.5174,26,Bonds
NCU42,9,0,0.019536981,9,170.0474,OFF049,1999,1,0,1,4211.185,14,Private Equity
FDX43,5.655,0,0.085258864,6,165.85,OFF035,2004,2,1,1,1830.95,9,Bonds
NCD19,8.93,0,0.013179388,9,55.1614,OFF046,1997,2,0,1,939.4438,16,Private Equity
NCI54,15.2,0,0.033592687,9,108.1912,OFF035,2004,2,1,1,1856.2504,9,Private Equity
FDS37,7.655,0,0.05346916,3,114.1492,OFF010,1998,2,2,0,115.8492,15,Bonds
FDO25,6.3,0,0.126831854,3,209.027,OFF027,1985,1,2,3,4613.994,28,Bonds
FDS57,15.5,0,0.103603094,13,143.547,OFF049,1999,1,0,1,1431.47,14,Bonds
FDI52,18.7,0,0.104840884,5,122.1072,OFF049,1999,1,0,1,490.0288,14,Bonds
DRK12,9.5,0,0.042056944,14,31.89,OFF018,2009,1,2,2,366.19,4,ETF
FDG40,13.65,0,0.040049609,5,34.4558,OFF017,2007,2,1,1,611.2044,6,Bonds
FDU49,19.5,1,0.03075661,3,86.254,OFF045,2002,2,1,1,2163.85,11,Bonds
FDR49,8.71,0,0.162816471,3,46.5376,OFF013,1987,0,2,1,575.2512,26,Bonds
FDF40,20.25,1,0.03941584,4,247.8092,OFF019,1985,2,0,0,498.0184,28,Bonds
DRE03,19.6,0,0.024363939,4,46.3718,OFF017,2007,2,1,1,661.8052,6,ETF
FDR55,12.15,1,0.131443921,6,189.1872,OFF027,1985,1,2,3,5294.4416,28,Bonds
NCU05,11.8,0,0.058725131,8,82.3618,OFF035,2004,2,1,1,1208.427,9,Private Equity
FDR36,6.715,1,0.122274118,0,40.3454,OFF017,2007,2,1,1,838.908,6,Bonds
NCM30,19.1,0,0.067239404,9,39.6796,OFF013,1987,0,2,1,660.4736,26,Private Equity
FDH24,20.7,0,0.021464454,0,156.6288,OFF049,1999,1,0,1,3928.22,14,Bonds
DRO47,10.195,0,0.112681821,7,113.986,OFF018,2009,1,2,2,452.744,4,ETF
FDQ49,20.2,1,0.039469737,2,155.163,OFF017,2007,2,1,1,782.315,6,Bonds
DRJ37,10.8,0,0.061101383,14,151.9024,OFF046,1997,2,0,1,2580.6408,16,ETF
NCJ42,19.75,0,0.014359584,9,100.8332,OFF018,2009,1,2,2,1537.998,4,Private Equity
FDD05,19.35,0,0.016637301,5,120.9098,OFF049,1999,1,0,1,1687.1372,14,Bonds
FDC39,7.405,0,0.159843921,4,206.6296,OFF018,2009,1,2,2,3115.944,4,Bonds
NCY06,15.25,0,0.061308889,9,128.8968,OFF045,2002,2,1,1,2348.9424,11,Private Equity
NCS06,7.935,0,0.055566935,9,263.591,OFF019,1985,2,0,0,262.991,28,Private Equity
FDE16,8.895,0,0.026397141,5,207.8954,OFF045,2002,2,1,1,3542.7218,11,Bonds
NCQ50,18.75,0,0.034307348,9,215.2218,OFF046,1997,2,0,1,4701.8796,16,Private Equity
FDX50,20.1,0,0.074627201,4,110.3228,OFF046,1997,2,0,1,1768.3648,16,Bonds
NCL41,12.35,0,0.041973712,8,35.7216,OFF017,2007,2,1,1,519.324,6,Private Equity
FDM58,16.85,1,0.080015028,13,111.8544,OFF018,2009,1,2,2,1677.816,4,Bonds
FDH35,18.25,0,0.10084386,15,166.3526,OFF010,1998,2,2,0,164.4526,15,Bonds
FDS50,17,0,0.055519561,4,219.8114,OFF049,1999,1,0,1,1108.557,14,Bonds
FDT09,15.15,1,0.012203915,13,133.2284,OFF027,1985,1,2,3,4350.3372,28,Bonds
FDR60,14.3,0,0.130946374,0,76.7328,OFF018,2009,1,2,2,1312.9576,4,Bonds
FDG22,17.6,1,0.041381156,13,35.019,OFF046,1997,2,0,1,659.142,16,Bonds
FDL52,6.635,1,0.04586701,5,37.9506,OFF027,1985,1,2,3,910.8144,28,Bonds
DRJ39,20.25,0,0.036474041,4,218.3482,OFF018,2009,1,2,2,2409.5302,4,ETF
FDW45,18,0,0.039231652,13,145.1418,OFF017,2007,2,1,1,2648.5524,6,Bonds
NCQ38,16.35,0,0.013393537,11,106.028,OFF045,2002,2,1,1,1065.28,11,Private Equity
FDB26,14,1,0.031444357,3,53.764,OFF017,2007,2,1,1,798.96,6,Bonds
DRG48,5.78,0,0.014555066,14,145.2102,OFF046,1997,2,0,1,3062.0142,16,ETF
FDH10,21,0,0.082526478,13,191.8478,OFF010,1998,2,2,0,774.9912,15,Bonds
FDP28,13.65,1,0.080765853,5,262.8936,OFF049,1999,1,0,1,4958.8784,14,Bonds
FDJ44,12.3,1,0.17797002,6,173.1396,OFF010,1998,2,2,0,697.7584,15,Bonds
FDI07,12.35,1,0.03382933,10,196.9426,OFF045,2002,2,1,1,2768.3964,11,Bonds
DRJ24,11.8,0,0.11397026,14,185.1924,OFF017,2007,2,1,1,2591.2936,6,ETF
DRL47,19.7,0,0.038729457,7,127.3362,OFF035,2004,2,1,1,755.0172,9,ETF
FDP38,10.1,0,0.032075379,3,50.9008,OFF013,1987,0,2,1,354.2056,26,Bonds
FDK02,12.5,0,0.196490902,3,120.544,OFF019,1985,2,0,0,479.376,28,Bonds
FDO23,17.85,0,0.146305498,1,94.1436,OFF013,1987,0,2,1,1607.2412,26,Bonds
NCE54,20.7,0,0.026877471,9,74.6354,OFF013,1987,0,2,1,1053.2956,26,Private Equity
FDS52,8.89,0,0.005474515,5,99.7016,OFF046,1997,2,0,1,1922.8304,16,Bonds
FDW01,14.5,0,0.064048405,3,153.4682,OFF035,2004,2,1,1,1677.1502,9,Bonds
NCF07,9,0,0.032203667,9,100.8016,OFF017,2007,2,1,1,1113.2176,6,Private Equity
DRE15,13.35,0,0.017857847,4,77.5012,OFF018,2009,1,2,2,1518.024,4,ETF
FDR58,6.675,0,0.041921462,13,92.3462,OFF046,1997,2,0,1,2406.2012,16,Bonds
FDL24,10.3,1,0.024875871,0,173.0422,OFF013,1987,0,2,1,2069.3064,26,Bonds
FDQ25,8.63,1,0.028139761,3,173.7422,OFF027,1985,1,2,3,3621.2862,28,Bonds
FDX56,17.1,1,0.073997843,6,207.0638,OFF013,1987,0,2,1,4969.5312,26,Bonds
FDD20,14.15,0,0.020798905,6,123.6046,OFF018,2009,1,2,2,1245.046,4,Bonds
DRF60,10.8,0,0.052363244,14,236.5564,OFF017,2007,2,1,1,5243.8408,6,ETF
FDW13,8.5,0,0.098283459,3,51.3324,OFF018,2009,1,2,2,934.7832,4,Bonds
FDF09,6.215,0,0.012138795,6,39.2848,OFF013,1987,0,2,1,521.9872,26,Bonds
FDY45,17.5,0,0.0261864,13,253.0356,OFF035,2004,2,1,1,4578.0408,9,Bonds
FDR26,20.7,0,0.042923652,4,178.3028,OFF045,2002,2,1,1,1062.6168,11,Bonds
FDZ01,8.975,1,0.009058845,3,103.399,OFF046,1997,2,0,1,2579.975,16,Bonds
FDH53,20.5,1,0.032136417,5,83.9592,OFF010,1998,2,2,0,165.1184,15,Bonds
FDG52,13.65,0,0.065898197,5,46.1402,OFF018,2009,1,2,2,459.402,4,Bonds
FDW50,13.1,0,0.075731322,4,167.5158,OFF045,2002,2,1,1,1504.0422,11,Bonds
FDX49,4.615,1,0.101812521,3,232.23,OFF035,2004,2,1,1,5126.66,9,Bonds
FDJ44,12.3,1,0.106327251,6,172.8396,OFF046,1997,2,0,1,2616.594,16,Bonds
NCI31,20,0,0.080933328,11,37.519,OFF027,1985,1,2,3,842.237,28,Private Equity
FDZ52,19.2,0,0.100055601,5,112.4886,OFF035,2004,2,1,1,1223.0746,9,Bonds
FDE17,20.1,1,0.054540159,5,152.1366,OFF049,1999,1,0,1,755.683,14,Bonds
FDG34,11.5,1,0.037723476,13,109.5254,OFF018,2009,1,2,2,1953.4572,4,Bonds
FDE26,9.3,0,0.14897741,3,143.0786,OFF010,1998,2,2,0,288.9572,15,Bonds
FDD56,15.2,1,0.104201019,6,176.5054,OFF018,2009,1,2,2,2976.7918,4,Bonds
FDR52,12.65,1,0.076198809,5,191.3846,OFF045,2002,2,1,1,2675.1844,11,Bonds
FDQ13,11.1,0,0.010639596,3,84.1908,OFF035,2004,2,1,1,755.0172,9,Bonds
NCJ42,19.75,0,0.025039776,9,102.7332,OFF019,1985,2,0,0,410.1328,28,Private Equity
FDH10,21,0,0.086326707,13,192.6478,OFF019,1985,2,0,0,387.4956,28,Bonds
NCG42,19.2,0,0.041220035,9,131.231,OFF035,2004,2,1,1,3635.268,9,Private Equity
FDT31,19.75,0,0.01247354,6,187.5872,OFF045,2002,2,1,1,1323.6104,11,Bonds
DRD25,6.135,0,0.079132212,14,112.686,OFF045,2002,2,1,1,2942.836,11,ETF
FDR35,12.5,0,0.020693809,1,199.1742,OFF035,2004,2,1,1,4379.6324,9,Bonds
FDL33,7.235,0,0.10016525,13,193.9452,OFF045,2002,2,1,1,2936.178,11,Bonds
FDT45,15.85,0,0.057302606,13,53.3956,OFF035,2004,2,1,1,600.5516,9,Bonds
FDT16,9.895,1,0.048761046,5,260.5278,OFF045,2002,2,1,1,8851.1452,11,Bonds
DRE49,20.75,0,0.023333339,14,153.0024,OFF035,2004,2,1,1,2428.8384,9,ETF
DRF60,10.8,0,0.052149675,14,239.9564,OFF049,1999,1,0,1,3813.7024,14,ETF
NCB54,8.76,0,0.050130529,8,128.3336,OFF049,1999,1,0,1,2556.672,14,Private Equity
FDH20,16.1,1,0.024987903,6,97.341,OFF049,1999,1,0,1,1255.033,14,Bonds
FDA31,7.1,0,0.109990885,6,172.908,OFF035,2004,2,1,1,2769.728,9,Bonds
FDE33,19.35,1,0.049736267,6,76.8644,OFF045,2002,2,1,1,1571.288,11,Bonds
FDM12,16.7,1,0.117026714,0,189.2214,OFF010,1998,2,2,0,188.4214,15,Bonds
FDW44,9.5,1,0.035121963,6,168.6448,OFF013,1987,0,2,1,1022.6688,26,Bonds
DRE48,8.43,0,0.017311312,14,197.8768,OFF013,1987,0,2,1,3744.4592,26,ETF
NCX18,14.15,0,0.008811818,9,196.511,OFF045,2002,2,1,1,2749.754,11,Private Equity
FDA38,5.44,0,0.025583714,4,239.1538,OFF018,2009,1,2,2,480.7076,4,Bonds
FDQ19,7.35,1,0.014353174,6,242.6512,OFF013,1987,0,2,1,969.4048,26,Bonds
FDY47,8.6,1,0.054220618,1,129.131,OFF027,1985,1,2,3,4933.578,28,Bonds
FDE17,20.1,1,0.054410179,5,151.3366,OFF013,1987,0,2,1,2720.4588,26,Bonds
FDY25,12,0,0.033974436,3,181.8976,OFF046,1997,2,0,1,4527.44,16,Bonds
FDT03,21.25,0,0.009996872,10,185.5608,OFF035,2004,2,1,1,3123.9336,9,Bonds
FDB49,8.3,1,0.030212499,0,98.0384,OFF045,2002,2,1,1,2857.6136,11,Bonds
FDL43,10.1,0,0.027217468,10,76.067,OFF017,2007,2,1,1,1454.773,6,Bonds
FDE47,14.15,0,0.038123176,15,123.5046,OFF017,2007,2,1,1,1992.0736,6,Bonds
FDS49,9,0,0.079506434,3,78.3644,OFF045,2002,2,1,1,1728.4168,11,Bonds
FDU23,12.15,0,0.021811987,1,163.6184,OFF018,2009,1,2,2,2311.6576,4,Bonds
FDU38,10.8,0,0.082150145,4,192.9504,OFF027,1985,1,2,3,7478.2656,28,Bonds
FDV09,12.1,0,0.036012919,13,148.0734,OFF019,1985,2,0,0,593.8936,28,Bonds
FDR20,20,1,0.028167478,6,45.5744,OFF049,1999,1,0,1,452.744,14,Bonds
FDY11,6.71,1,0.029560451,0,65.8142,OFF046,1997,2,0,1,856.8846,16,Bonds
FDG40,13.65,0,0.039631495,5,31.9558,OFF027,1985,1,2,3,984.7182,28,Bonds
FDX20,7.365,0,0.04280099,6,228.372,OFF017,2007,2,1,1,2037.348,6,Bonds
FDZ27,7.935,0,0.017141985,4,50.035,OFF013,1987,0,2,1,149.805,26,Bonds
FDH09,12.6,0,0.056394771,12,51.3982,OFF017,2007,2,1,1,473.3838,6,Bonds
FDG29,17.6,0,0.056379439,5,42.7454,OFF049,1999,1,0,1,293.6178,14,Bonds
NCA30,19,0,0.129534812,9,190.1872,OFF049,1999,1,0,1,5105.3544,14,Private Equity
NCL53,7.5,0,0.036439878,8,175.3028,OFF017,2007,2,1,1,3010.7476,6,Private Equity
DRE15,13.35,0,0.021129629,4,77.6012,OFF046,1997,2,0,1,986.7156,16,ETF
NCS38,8.6,0,0.090191431,9,112.9176,OFF046,1997,2,0,1,458.0704,16,Private Equity
FDY21,15.1,0,0.30374337,13,196.011,OFF019,1985,2,0,0,589.233,28,Bonds
FDB58,10.5,1,0.022590318,13,140.6154,OFF010,1998,2,2,0,283.6308,15,Bonds
FDH41,9,0,0.082011521,5,213.3534,OFF046,1997,2,0,1,1935.4806,16,Bonds
DRF23,4.61,0,0.122843005,7,172.4396,OFF049,1999,1,0,1,1569.9564,14,ETF
FDE05,10.895,1,0.05432142,5,146.2102,OFF010,1998,2,2,0,437.4306,15,Bonds
FDY10,17.6,0,0.049144165,13,112.7176,OFF049,1999,1,0,1,1717.764,14,Bonds
FDS43,11.65,0,0.040577878,6,188.224,OFF049,1999,1,0,1,1304.968,14,Bonds
NCM30,19.1,0,0.067400032,9,41.9796,OFF049,1999,1,0,1,784.3124,14,Private Equity
FDY49,17.2,1,0.012036432,3,165.7184,OFF045,2002,2,1,1,1816.3024,11,Bonds
FDN02,16.5,0,0.073977473,3,206.8638,OFF045,2002,2,1,1,2070.638,11,Bonds
FDP37,15.6,0,0.143396175,2,128.0994,OFF045,2002,2,1,1,2184.4898,11,Bonds
